#	G1:Mov10oe	G1:Mov10oe	G1:Mov10oe	G2:control	G2:control	G2:control
#Feature	mov10oe1	mov10oe2	mov10oe3	ctrl1	ctrl2	ctrl3
ANKRD17	6689	5751	3607	5482	4994	3803
ANKRD18A	225	222	137	133	96	78
ANKRD18B	185	143	99	111	135	78
ANKRD18DP	70	45	25	41	42	29
ANKRD19P	1171	1267	599	973	934	765
ANKRD2	1	3	2	7	2	2
ANKRD20A1	0	0	0	0	0	0
ANKRD20A11P	0	0	0	0	0	1
ANKRD20A2	0	0	0	0	0	0
ANKRD20A3	0	0	0	0	0	0
ANKRD20A4	12	8	13	9	8	4
ANKRD20A5P	108	100	71	71	48	43
ANKRD20A8P	58	42	26	15	20	12
ANKRD20A9P	90	78	60	86	81	61
ANKRD22	2	4	1	6	1	3
ANKRD23	182	159	125	224	186	159
ANKRD24	105	89	60	57	57	42
ANKRD26	824	695	546	730	703	463
ANKRD26P1	13	9	5	21	10	17
ANKRD26P3	0	1	0	2	2	1
ANKRD27	1614	1571	894	1285	1166	911
ANKRD28	3193	2845	1805	2833	2406	1889
ANKRD29	66	67	25	43	39	34
ANKRD30A	1	0	0	0	0	0
ANKRD30B	0	0	0	1	1	0
ANKRD30BL	3	1	0	1	0	0
ANKRD30BP2	0	0	0	0	0	0
ANKRD31	56	41	40	48	41	34
ANKRD32	1408	1305	897	1339	1199	885
ANKRD33	6	8	0	4	5	5
ANKRD33B	2313	2193	1374	2008	1865	1460
ANKRD34A	206	181	107	173	172	138
ANKRD34B	163	147	96	101	69	67
ANKRD34C	0	1	0	0	0	1
ANKRD35	5	2	2	2	5	1
ANKRD36	343	275	185	238	214	167
ANKRD36B	148	125	84	102	80	63
ANKRD36BP1	1	0	0	1	0	0
ANKRD36BP2	3	4	0	1	5	7
ANKRD37	151	185	88	147	107	102
ANKRD39	299	322	164	382	333	247
ANKRD40	3996	3597	2096	4546	3824	2786
ANKRD42	193	185	94	168	139	103
ANKRD44	275	269	166	215	212	153
ANKRD45	8	2	3	8	5	2
ANKRD46	926	832	555	836	699	586
ANKRD49	867	751	496	834	707	539
ANKRD5	451	423	240	609	535	409
ANKRD50	2173	1827	1245	1441	1215	919
ANKRD52	4325	4020	2114	3944	3265	2743
ANKRD53	4	4	1	8	9	2
ANKRD54	741	773	400	914	747	601
ANKRD55	1	5	2	0	1	1
ANKRD6	1491	1348	762	1459	1376	1033
ANKRD62P1-PARP4P3	2	0	0	1	1	0
ANKRD63	31	21	7	14	18	14
ANKRD65	15	12	5	5	6	13
ANKRD7	23	18	18	14	6	5
ANKRD9	443	492	221	421	401	298
ANKS1A	1882	1813	953	2032	1670	1380
ANKS1B	57	48	29	44	48	39
ANKS3	403	386	212	415	343	249
ANKS4B	1	0	0	3	2	1
ANKS6	1470	1380	735	1421	1293	1065
ANKUB1	0	0	1	1	0	0
ANKZF1	1025	1006	573	1010	892	814
ANLN	5729	5180	3427	4938	4519	3225
ANO1	25	29	19	19	20	21
ANO10	832	810	459	845	733	554
ANO2	52	63	37	60	56	46
ANO3	0	0	2	0	0	0
ANO4	112	122	72	85	89	52
ANO5	1055	983	655	976	813	614
ANO6	2183	1947	1258	1916	1705	1235
ANO7	100	103	43	108	90	71
ANO8	650	655	346	448	411	370
ANO9	2	1	2	1	0	0
ANP32A	5890	5520	3116	6418	5609	4368
ANP32A-IT1	26	17	11	7	11	7
ANP32AP1	1186	1087	676	1379	1167	860
ANP32B	5833	5507	3215	6078	5054	3917
ANP32C	659	573	380	770	560	449
ANP32D	54	64	27	82	55	55
ANP32E	8330	7095	5036	8779	7717	5584
ANPEP	28	27	9	16	11	12
ANTXR1	1802	1606	891	1747	1521	1122
ANTXR2	899	787	522	646	569	440
ANTXRL	0	0	0	0	0	0
ANXA1	310	289	210	240	188	134
ANXA10	0	0	0	0	1	0
ANXA11	1985	2026	949	2062	1874	1326
ANXA13	0	0	0	0	0	0
ANXA2	787	726	318	845	616	539
ANXA2P1	66	88	41	85	71	67
ANXA2P2	2285	2196	1237	2349	1981	1678
ANXA2P3	66	65	37	53	47	41
ANXA3	344	342	203	364	344	263
ANXA4	566	493	241	358	323	258
ANXA5	6425	5883	3677	4826	4187	3179
ANXA6	3334	3142	1591	2810	2474	1911
ANXA7	2213	2068	1182	2139	1731	1430
ANXA8	0	0	0	0	0	0
ANXA8L1	0	0	0	0	0	0
ANXA8L2	0	0	0	0	0	0
ANXA9	18	16	17	18	11	14
AOAH	2	2	0	1	1	3
AOC2	375	339	170	328	294	218
AOC3	190	130	88	160	139	104
AOC4	1	7	3	5	4	3
AOX1	7	1	1	5	3	4
AOX2P	0	1	0	3	1	0
AP1AR	1455	1323	855	1288	1090	856
AP1B1	3969	3811	1977	5026	4221	3222
AP1B1P1	0	2	0	2	0	0
AP1G1	3367	2901	1804	3756	3197	2487
AP1G2	754	819	330	780	649	619
AP1M1	2247	2232	1128	2617	2051	1716
AP1M2	8	7	3	6	2	2
AP1S1	1287	1238	614	1539	1218	926
AP1S2	1675	1494	902	1159	972	702
AP1S3	925	741	505	902	773	551
AP2A1	2513	2565	1261	2574	2275	1763
AP2A2	2441	2351	1168	2658	2207	1728
AP2B1	9493	8375	4529	10978	9295	7267
AP2M1	6695	6513	3184	7136	6096	4693
AP2S1	3528	3545	1559	4258	3394	2829
AP3B1	2460	2215	1371	2729	2324	1755
AP3B2	161	126	77	115	109	86
AP3D1	6711	6391	3319	7675	6732	5397
AP3M1	4029	3606	2268	4464	3848	2835
AP3M2	1054	981	571	1081	1030	749
AP3S1	1648	1530	830	1608	1438	967
AP3S2	92	107	78	122	116	85
AP4B1	893	845	479	756	639	498
AP4E1	907	684	511	938	840	663
AP4M1	344	349	178	297	284	199
AP4S1	227	186	100	295	258	219
AP5B1	855	828	462	751	625	536
APAF1	2030	1731	1105	1843	1724	1294
APBA1	175	160	99	156	143	91
APBA2	676	703	354	674	646	479
APBA3	345	380	174	350	280	227
APBB1	1855	1923	881	1892	1531	1272
APBB1IP	6	0	2	1	4	3
APBB2	1442	1289	807	1056	877	676
APBB3	711	703	345	784	678	586
APC	3271	2683	1861	2698	2452	1818
APC2	51	37	39	49	34	27
APCDD1	137	139	78	107	73	71
APCDD1L	0	0	0	0	0	1
APCS	0	0	0	0	0	0
APEH	2053	2023	1044	1352	1182	929
APEX1	3391	3156	1546	4650	3750	3018
APEX2	867	802	394	969	809	660
APH1A	4325	4077	2002	4982	4264	3393
APH1B	520	423	264	464	437	314
API5	4185	3631	2351	4796	4130	2987
APIP	684	613	371	626	463	352
APITD1	355	307	189	414	343	244
APITD1-CORT	0	1	2	2	7	3
APLF	147	127	80	120	96	87
APLN	22	29	17	26	13	14
APLNR	6	5	2	1	6	2
APLP1	669	650	301	595	467	398
APLP2	10598	9118	5454	6506	5035	4109
APOA1	3	12	1	1	6	4
APOA1BP	2355	2330	1070	2504	2066	1699
APOA2	4	2	2	0	0	1
APOA4	0	0	0	0	0	0
APOA5	0	1	0	0	0	0
APOB	0	0	0	0	0	0
APOBEC1	0	0	0	0	0	0
APOBEC2	0	0	0	0	0	0
APOBEC3A	0	0	0	0	0	0
APOBEC3B	159	162	81	130	104	78
APOBEC3C	686	603	293	567	503	385
APOBEC3D	93	95	44	62	64	60
APOBEC3F	389	357	193	277	231	212
APOBEC3G	94	99	55	46	37	36
APOBEC3H	21	11	16	9	7	7
APOBEC4	0	0	0	0	0	0
APOBR	12	17	10	13	6	5
APOC1	293	285	187	210	181	168
APOC1P1	15	10	9	9	10	8
APOC2	0	0	0	0	0	0
APOC3	0	0	0	0	0	0
APOC4	0	0	0	0	0	0
APOC4-APOC2	0	0	0	0	0	0
APOD	19	17	3	11	11	15
APOE	110	86	52	51	64	60
APOF	0	0	0	0	1	0
APOH	1	1	0	0	0	0
APOL1	1	2	0	1	0	0
APOL2	569	556	297	529	440	339
APOL3	2	2	0	0	1	2
APOL4	0	1	1	3	4	1
APOL5	0	0	0	0	0	0
APOL6	17	12	11	7	13	3
APOLD1	406	387	228	298	256	208
APOM	64	53	29	42	35	24
APOO	472	440	216	446	363	248
APOOL	1613	1546	982	1544	1358	986
APOPT1	641	598	365	650	506	385
APP	9314	8196	5063	7439	5748	4662
APPBP2	2332	1960	1272	2266	1932	1432
APPL1	3223	2716	1784	3033	2831	2035
APPL2	1033	886	592	842	759	641
APRT	1735	1953	951	1564	1305	1063
APTX	843	792	468	833	699	529
AQP1	24	23	8	9	8	4
AQP10	20	8	11	17	9	7
AQP11	26	38	17	30	21	22
AQP12A	0	0	0	0	0	0
AQP12B	0	0	0	0	0	0
AQP2	0	0	0	0	0	0
AQP3	181	169	73	142	110	103
AQP4	105	98	90	77	70	57
AQP5	0	3	0	0	0	0
AQP6	25	22	11	18	16	8
AQP7	0	1	0	2	1	3
AQP7P1	1	0	0	0	2	0
AQP7P3	0	0	0	0	0	0
AQP8	2	0	1	0	2	2
AQP9	1	0	0	0	0	0
AQPEP	7	11	9	9	4	14
AQR	1600	1458	967	1543	1355	976
AR	22	12	7	12	14	5
ARAF	1702	1783	894	1854	1479	1199
ARAP1	1723	1733	868	1713	1511	1182
ARAP2	624	524	388	492	456	345
ARAP3	380	405	206	159	172	162
ARC	165	169	112	249	191	141
ARCN1	8696	8171	4965	10163	8955	6495
AREG	1	1	1	0	0	1
ARF1	15445	15471	8044	14733	12800	10068
ARF3	4801	4442	2335	5316	4456	3603
ARF4	4306	4019	2383	3424	2983	2225
ARF5	2577	2752	1404	3312	2798	2102
ARF6	3860	3579	2251	3521	2978	2308
ARFGAP1	1969	1992	1128	1810	1518	1278
ARFGAP2	1721	1604	918	1987	1596	1320
ARFGAP3	2007	1773	1194	1559	1356	1012
ARFGEF1	1569	1343	876	1395	1262	931
ARFGEF2	2229	1971	1191	2730	2449	1843
ARFIP1	1246	1141	765	902	772	495
ARFIP2	2022	1925	946	2605	2086	1681
ARFRP1	513	431	259	569	475	407
ARG1	0	0	0	0	0	0
ARG2	1233	1229	737	999	853	631
ARGFX	0	0	0	0	0	0
ARGFXP2	0	0	0	0	0	0
ARGLU1	3623	3480	2075	3173	2665	2144
ARHGAP1	955	967	443	998	832	641
ARHGAP10	564	495	334	645	486	435
ARHGAP11A	2794	2441	1719	2786	2488	1857
ARHGAP11B	179	128	94	123	115	73
ARHGAP12	935	815	514	1013	912	637
ARHGAP15	0	0	0	1	0	0
ARHGAP17	1673	1452	805	1947	1649	1272
ARHGAP18	638	589	392	432	367	226
ARHGAP19	1621	1418	930	1304	1083	871
ARHGAP19-SLIT1	4	4	1	3	2	1
ARHGAP20	521	489	302	347	311	232
ARHGAP21	2038	1891	1253	1930	1649	1225
ARHGAP22	317	266	164	287	255	226
ARHGAP23	182	171	89	103	115	86
ARHGAP24	189	200	113	158	157	94
ARHGAP25	16	9	3	9	7	5
ARHGAP26	834	686	458	728	597	466
ARHGAP27	573	553	304	711	657	541
ARHGAP28	707	625	414	607	543	405
ARHGAP29	1707	1568	1019	1834	1673	1176
ARHGAP30	18	11	6	9	3	6
ARHGAP31	328	266	176	210	232	150
ARHGAP32	1431	1229	750	1060	1026	810
ARHGAP33	569	589	287	684	571	516
ARHGAP35	3523	3072	1843	3601	3127	2478
ARHGAP36	11	5	5	9	7	4
ARHGAP39	686	673	358	722	646	516
ARHGAP4	74	66	31	52	33	44
ARHGAP40	6	10	3	3	6	6
ARHGAP42	315	291	253	285	258	195
ARHGAP44	712	701	412	607	561	448
ARHGAP5	3898	3454	2575	3472	3186	2271
ARHGAP5-AS1	154	161	104	161	132	94
ARHGAP6	11	9	7	10	14	6
ARHGAP8	7	3	0	8	3	5
ARHGAP9	11	6	6	1	6	2
ARHGDIA	10819	11279	5191	13771	11267	8982
ARHGDIB	8	5	3	11	13	10
ARHGDIG	232	224	101	176	134	127
ARHGEF1	1123	1040	538	1175	987	803
ARHGEF10	925	822	515	730	597	479
ARHGEF10L	588	595	319	529	476	373
ARHGEF11	1977	1848	992	2159	1919	1451
ARHGEF12	6089	5132	3340	5856	5202	3937
ARHGEF15	1	0	1	3	4	3
ARHGEF16	356	342	186	385	335	266
ARHGEF17	674	758	335	600	564	406
ARHGEF18	1360	1386	721	1409	1180	977
ARHGEF19	104	113	46	137	118	105
ARHGEF2	2999	2960	1559	2209	1981	1615
ARHGEF25	919	927	454	828	658	607
ARHGEF26	936	921	508	806	714	563
ARHGEF26-AS1	16	28	15	16	16	15
ARHGEF3	702	653	426	628	567	438
ARHGEF33	25	24	14	15	18	16
ARHGEF35	52	40	31	64	48	39
ARHGEF37	288	230	157	224	206	155
ARHGEF38	0	0	0	0	0	0
ARHGEF4	191	188	91	119	118	77
ARHGEF40	898	791	437	504	516	377
ARHGEF5	323	267	186	299	224	156
ARHGEF6	810	710	491	500	468	393
ARHGEF7	1812	1553	883	1870	1659	1187
ARHGEF9	827	826	473	614	560	418
ARID1A	6619	5696	2931	6051	5181	4055
ARID1B	1976	1797	988	2488	2202	1663
ARID2	1928	1644	1113	2126	1867	1359
ARID3A	789	791	437	985	916	666
ARID3B	1850	1774	964	2227	1799	1511
ARID3C	12	6	3	4	2	9
ARID4A	1207	1055	643	908	779	566
ARID4B	3191	2791	1970	2390	2105	1515
ARID5A	619	527	298	517	427	342
ARID5B	1056	930	609	923	738	598
ARIH1	4224	3743	2364	3273	2730	2148
ARIH2	4058	3801	2123	4427	3642	2927
ARL1	2399	2094	1361	2144	1973	1423
ARL10	716	622	404	584	534	415
ARL11	13	16	6	19	18	11
ARL13A	0	1	0	0	0	0
ARL13B	1658	1416	1070	1114	863	678
ARL14	17	11	10	9	6	4
ARL15	701	632	425	648	561	415
ARL16	1259	1202	594	1283	1078	870
ARL17A	660	622	336	558	459	392
ARL17B	0	0	0	0	0	0
ARL2	1050	1044	443	1073	860	695
ARL2-SNX15	1	1	0	0	0	0
ARL2BP	1488	1332	763	1945	1644	1233
ARL3	880	896	467	991	854	686
ARL4A	598	527	352	493	431	325
ARL4C	1583	1557	842	1409	1175	972
ARL4D	467	467	206	396	335	269
ARL5A	1996	1644	1162	2295	2023	1372
ARL5B	3301	2799	2215	2702	2322	1677
ARL5C	0	0	0	0	0	0
ARL6	364	377	263	312	296	217
ARL6IP1	5807	5285	3129	6528	5572	4174
ARL6IP4	2273	2220	1098	2073	1694	1410
ARL6IP5	2655	2346	1536	2688	2477	1748
ARL6IP6	1503	1390	855	1125	1066	758
ARL8A	915	928	453	944	805	650
ARL8B	2958	2728	1684	3260	2778	1989
ARL9	8	10	1	14	6	3
ARMC1	1397	1273	831	1363	1146	905
ARMC10	700	643	429	664	530	394
ARMC12	12	21	2	10	6	11
ARMC2	188	191	128	195	189	140
ARMC3	33	32	17	32	22	15
ARMC4	364	353	211	308	264	217
ARMC5	308	268	141	384	300	265
ARMC6	1283	1158	585	1736	1406	1071
ARMC7	581	604	299	727	581	415
ARMC8	1793	1692	1009	1758	1521	1185
ARMC9	342	307	160	374	310	232
ARMCX1	31	29	20	33	24	19
ARMCX2	384	342	225	406	324	225
ARMCX3	5128	4649	3059	4037	3467	2652
ARMCX4	501	408	301	497	394	326
ARMCX5	1151	992	653	885	789	571
ARMCX5-GPRASP2	42	45	27	45	35	31
ARMCX6	567	506	273	591	472	353
ARMS2	0	0	0	0	1	0
ARNT	2309	2075	1300	2486	2139	1692
ARNT2	755	648	348	854	806	634
ARNTL	572	472	284	412	319	254
ARNTL2	1057	980	630	1180	1052	773
ARPC1A	2289	2174	1247	2641	2141	1729
ARPC1B	747	789	350	614	487	396
ARPC2	4470	4191	2222	4100	3551	2721
ARPC3	1646	1520	880	1809	1514	1217
ARPC4	1043	894	461	1330	1079	893
ARPC4-TTLL3	0	0	0	0	0	0
ARPC5	3535	3087	1887	3498	2943	2300
ARPC5L	1547	1520	927	1498	1313	979
ARPM1	99	87	61	151	128	88
ARPP19	7105	6471	3856	7420	6423	4748
ARPP21	0	0	0	0	0	0
ARR3	0	0	0	0	1	1
ARRB1	704	657	355	698	604	476
ARRB2	1818	1719	855	1735	1474	1219
ARRDC1	356	396	173	389	355	296
ARRDC2	354	339	161	295	275	204
ARRDC3	3433	2910	2080	1442	1352	1034
ARRDC4	4148	3902	2668	2625	2319	1734
ARRDC5	0	0	0	0	0	0
ARSA	576	619	293	473	429	354
ARSB	396	382	210	501	368	293
ARSD	1	2	0	1	1	0
ARSE	158	155	86	122	106	89
ARSF	0	1	0	0	0	0
ARSG	228	208	124	204	167	150
ARSH	0	0	0	0	0	0
ARSI	2	1	1	2	1	0
ARSJ	152	135	82	134	107	69
ARSK	635	547	375	457	366	321
ART1	0	0	0	0	0	0
ART3	0	1	1	1	0	0
ART4	0	0	0	0	0	0
ART5	113	107	63	67	70	68
ARTN	47	50	23	47	41	33
ARV1	1375	1250	668	1424	1173	901
ARVCF	741	739	352	522	454	464
ARX	10	12	6	7	10	5
AS3MT	0	5	3	6	3	1
ASAH1	1368	1196	755	1529	1171	965
ASAH2	0	1	0	0	1	0
ASAH2B	7	9	5	7	9	5
ASAP1	3659	3281	1952	3908	3431	2565
ASAP1-IT1	0	0	0	0	0	0
ASAP2	1217	1107	734	1383	1293	929
ASAP3	641	627	297	411	327	332
ASB1	1697	1583	945	1268	1135	902
ASB10	1	0	0	0	0	0
ASB11	33	39	22	12	21	18
ASB12	3	8	6	9	7	4
ASB13	756	750	376	614	586	460
ASB14	3	6	1	8	4	0
ASB15	0	0	0	1	0	0
ASB16	6	6	2	6	4	3
ASB17	0	0	0	0	0	0
ASB18	0	1	0	0	0	0
ASB2	1	2	0	2	1	0
ASB3	123	103	55	97	76	68
ASB4	1	3	0	1	2	3
ASB5	9	7	7	4	7	4
ASB6	1354	1192	647	1440	1119	865
ASB7	1292	1180	760	1256	1074	853
ASB8	1024	859	523	960	728	592
ASB9	52	51	29	68	52	36
ASB9P1	8	3	3	8	3	5
ASCC1	1280	1190	706	1377	1141	855
ASCC2	2086	2028	1022	2706	2271	1728
ASCC3	5125	4352	2997	5093	4707	3355
ASCL1	49	40	22	2	2	0
ASCL2	0	0	0	0	0	1
ASCL3	0	0	0	0	0	0
ASCL4	0	0	0	1	0	0
ASF1A	1099	1084	714	1171	1054	750
ASF1B	1911	1994	1022	2152	1919	1472
ASGR1	87	100	46	83	60	46
ASGR2	0	0	0	0	0	1
ASH1L	4075	3298	2090	2673	2466	1856
ASH2L	1088	959	566	1081	995	782
ASIP	1	0	0	0	0	0
ASL	406	419	190	356	312	252
ASMT	0	0	0	0	0	0
ASMTL	0	0	0	0	0	0
ASMTL-AS1	1	0	0	0	0	0
ASNA1	908	872	414	1151	958	775
ASNS	5801	5633	3599	3950	3280	2685
ASNSD1	2576	2318	1537	2550	2096	1613
ASPA	0	0	0	0	1	1
ASPDH	1	0	0	1	1	0
ASPG	2	2	2	0	0	1
ASPH	2373	2080	1411	2086	1745	1350
ASPHD1	48	51	30	34	19	18
ASPHD2	253	272	161	194	176	122
ASPM	4198	3652	2626	3470	3252	2360
ASPN	0	0	0	0	0	0
ASPRV1	47	48	23	82	58	48
ASPSCR1	577	661	348	724	558	437
ASRGL1	1227	1064	627	1332	1104	876
ASS1	528	483	241	279	258	209
ASTE1	556	492	264	549	463	372
ASTL	0	1	0	0	0	1
ASTN1	71	53	30	69	59	36
ASTN2	145	153	66	131	100	73
ASUN	2127	1816	1154	1979	1604	1199
ASXL1	5412	5068	2870	4634	4013	3221
ASXL2	1515	1381	787	1245	1134	818
ASXL3	439	414	265	329	307	209
ASZ1	0	0	0	0	0	0
ATAD1	2503	2196	1528	1997	1805	1239
ATAD2	3687	3272	2159	3423	2966	2260
ATAD2B	865	744	510	820	689	509
ATAD3A	1484	1431	676	1611	1313	1074
ATAD3B	870	868	397	1424	1126	901
ATAD3C	16	8	5	13	4	3
ATAD5	3515	3186	2368	2390	2195	1570
ATAT1	1153	1090	542	1218	1042	826
ATCAY	0	3	0	0	0	2
ATE1	721	637	407	729	603	502
ATF1	1388	1225	741	1336	1078	828
ATF2	2012	1765	1095	1656	1500	1113
ATF3	6157	5621	3373	3452	2949	2352
ATF4	11929	11626	6040	11018	8943	7296
ATF5	731	622	351	730	549	408
ATF6	2639	2356	1519	2145	1837	1424
ATF6B	2218	2253	1066	1973	1546	1277
ATF7	1907	1760	1080	1774	1593	1189
ATF7IP	4361	3874	2430	3151	2775	2111
ATF7IP2	219	192	135	178	179	119
ATG10	441	420	228	336	292	230
ATG12	2107	1826	1211	1816	1472	1100
ATG13	2564	2424	1349	2775	2395	1839
ATG14	835	740	435	1060	842	654
ATG16L1	1017	907	475	1143	910	697
ATG16L2	241	215	119	112	120	77
ATG2A	1062	1109	562	1079	921	769
ATG2B	1966	1707	1095	1752	1625	1191
ATG3	1954	1708	1037	1699	1420	1054
ATG4A	1182	1165	718	1102	872	727
ATG4B	1349	1388	764	1333	1032	869
ATG4C	1417	1331	848	1196	1050	768
ATG4D	772	806	394	956	750	592
ATG5	2031	1792	1186	1910	1593	1222
ATG7	720	642	360	828	686	549
ATG9A	1773	1748	866	1868	1541	1153
ATG9B	47	54	26	50	49	27
ATHL1	402	464	227	188	165	169
ATIC	4402	4278	2469	4705	4068	3149
ATL1	171	161	97	157	133	92
ATL2	3102	2749	1720	2953	2445	1895
ATL3	378	349	174	388	345	255
ATM	2400	1971	1199	1950	1811	1296
ATMIN	1152	1070	653	1551	1311	915
ATN1	4453	4559	2090	5567	4842	3872
ATOH1	11	13	6	7	6	5
ATOH7	25	21	10	12	9	8
ATOH8	17	38	17	22	19	27
ATOX1	778	781	387	798	638	536
ATP10A	0	0	0	0	0	0
ATP10B	0	0	0	0	1	0
ATP10D	690	611	408	570	468	379
ATP11A	1458	1293	677	1148	1068	891
ATP11B	3445	3078	2080	2890	2647	1910
ATP11C	2458	2097	1497	2183	1905	1368
ATP12A	28	35	19	31	27	26
ATP13A1	1911	1947	993	2083	1759	1451
ATP13A2	1877	2000	1036	2008	1597	1329
ATP13A3	6195	5296	3668	7078	6168	4352
ATP13A4	9	4	3	2	2	2
ATP13A5	0	0	0	1	0	0
ATP1A1	19944	18326	10229	20869	17274	13431
ATP1A1OS	106	96	45	84	82	65
ATP1A2	2	0	1	0	1	0
ATP1A3	518	552	292	520	452	340
ATP1A4	0	0	0	0	0	0
ATP1B1	1095	1041	690	1052	821	652
ATP1B2	413	398	211	216	179	151
ATP1B3	3878	3817	2267	3963	3365	2486
ATP1B4	0	1	0	0	0	1
ATP2A1	109	101	51	79	83	89
ATP2A2	10447	9636	5737	11735	9638	7454
ATP2A3	182	178	84	137	116	92
ATP2B1	3876	3297	2219	3886	3175	2399
ATP2B2	1	1	1	2	2	2
ATP2B3	26	21	8	7	6	8
ATP2B4	2293	1979	1161	2131	1797	1495
ATP2C1	3963	3448	2265	3826	3229	2471
ATP2C2	11	9	5	8	6	5
ATP4A	5	8	3	3	3	4
ATP4B	1	1	0	2	0	0
ATP5A1	6025	5727	3313	5927	4947	3849
ATP5B	19018	18097	10124	20001	16926	13327
ATP5C1	3806	3610	2090	3762	3039	2420
ATP5D	1047	1178	524	1287	1089	852
ATP5E	114	135	60	121	91	41
ATP5EP2	2338	2250	1094	2372	1907	1545
ATP5F1	3521	3127	1860	3653	3031	2242
ATP5G1	832	815	280	927	689	588
ATP5G2	3329	3297	1658	2992	2533	2083
ATP5G3	5069	5008	2922	5074	4332	3458
ATP5H	1001	902	489	968	853	623
ATP5I	1807	1744	926	1765	1559	1213
ATP5J	1906	1794	908	2008	1723	1248
ATP5J2	901	763	444	1141	805	708
ATP5J2-PTCD1	0	0	0	0	0	0
ATP5L	2323	2206	1216	2377	1864	1416
ATP5L2	42	38	18	29	30	29
ATP5O	3892	3774	2134	3729	3215	2467
ATP5S	448	444	248	437	409	310
ATP5SL	1370	1327	694	1713	1445	1089
ATP6AP1	2579	2416	1273	3060	2331	1833
ATP6AP1L	130	117	59	112	82	65
ATP6AP2	3016	2609	1679	2919	2550	1805
ATP6V0A1	2888	2611	1507	3713	3317	2545
ATP6V0A2	1676	1524	930	1759	1468	1090
ATP6V0A4	1	1	1	0	1	1
ATP6V0B	2319	2190	1197	2463	2012	1625
ATP6V0C	3176	3261	1491	4268	3778	2849
ATP6V0CP3	0	0	0	1	0	0
ATP6V0D1	1088	1008	524	1575	1316	1052
ATP6V0D2	9	6	4	4	2	1
ATP6V0E1	1097	1102	628	1222	970	783
ATP6V0E2	2326	2263	1120	3519	2925	2220
ATP6V1A	6289	5608	3466	6661	5747	4322
ATP6V1B1	57	72	26	26	35	10
ATP6V1B2	2225	1967	1149	2397	1979	1510
ATP6V1C1	1636	1594	909	2314	1962	1482
ATP6V1C2	104	107	51	63	61	52
ATP6V1D	1458	1388	814	1468	1275	1002
ATP6V1E1	1887	1777	917	1742	1417	1168
ATP6V1E2	64	44	40	51	54	46
ATP6V1F	2022	1983	878	2273	1917	1556
ATP6V1G1	3154	2827	1682	3919	3290	2542
ATP6V1G2	106	107	67	71	48	55
ATP6V1G2-DDX39B	3	0	0	2	1	2
ATP6V1G3	0	0	0	0	0	0
ATP6V1H	1063	944	589	1075	959	767
ATP7A	1099	966	678	975	882	658
ATP7B	715	690	374	677	572	433
ATP8A1	1560	1409	985	1236	1194	854
ATP8A2	90	85	49	91	70	61
ATP8B1	184	141	99	110	105	61
ATP8B2	3531	3250	1662	3260	2837	2296
ATP8B3	54	54	32	40	29	22
ATP8B4	16	9	3	14	11	10
ATP8B5P	665	606	349	632	517	398
ATP9A	1867	1718	943	1882	1637	1414
ATP9B	250	274	148	253	240	202
ATPAF1	3106	2779	1603	4080	3590	2668
ATPAF1-AS1	6	8	4	1	2	0
ATPAF2	452	432	229	416	346	300
ATPBD4	347	336	212	260	240	184
ATPIF1	3052	3017	1661	3507	3022	2310
ATR	2090	1874	1202	1694	1558	1096
ATRIP	800	743	447	650	549	419
ATRN	1732	1460	932	1622	1255	1000
ATRNL1	428	365	239	331	280	196
ATRX	4297	3690	2691	3098	2908	2110
ATXN1	1472	1321	823	1229	1155	819
ATXN10	4802	4464	2691	4329	3742	2880
ATXN1L	2151	2017	1175	2008	1767	1388
ATXN2	2251	2108	1225	1878	1523	1200
ATXN2L	5972	5843	2804	5291	4638	3746
ATXN3	1127	988	651	848	719	555
ATXN3L	1	0	0	0	0	0
ATXN7	1566	1360	876	1393	1277	937
ATXN7L1	235	208	126	251	211	176
ATXN7L2	466	416	204	527	424	360
ATXN7L3	3041	2851	1402	3847	3249	2538
ATXN7L3B	6444	5920	3380	6278	5324	4155
ATXN8OS	0	1	0	0	1	0
AUH	405	406	249	351	300	206
AUP1	2169	2040	1066	2053	1698	1391
AURKA	2447	2224	1310	2400	2115	1557
AURKAIP1	2178	2254	1052	2407	1906	1593
AURKAPS1	774	669	469	735	661	465
AURKB	2385	2422	1251	2520	2157	1745
AURKC	52	60	28	56	43	40
AUTS2	2388	2251	1249	2555	2215	1665
AVEN	335	303	202	414	347	238
AVIL	15	9	5	15	11	17
AVL9	911	861	563	811	703	518
AVP	0	0	0	0	0	0
AVPI1	284	242	146	230	186	157
AVPR1A	29	18	15	14	14	13
AVPR1B	2	1	1	2	3	0
AVPR2	0	0	0	0	0	0
AWAT1	0	0	0	0	1	0
AWAT2	1	0	0	0	1	0
AXDND1	10	7	7	7	4	7
AXIN1	1016	1053	551	1292	1098	844
AXIN2	756	752	420	686	626	472
AXL	46	23	25	23	25	11
AZGP1	5	2	2	2	6	0
AZGP1P1	0	0	0	0	0	0
AZI1	688	734	379	767	698	541
AZI2	2521	2206	1474	2287	1919	1485
AZIN1	4322	3997	2600	4293	3723	2827
AZU1	10	13	3	2	1	5
B2M	4689	4389	2782	3867	3384	2494
B3GALNT1	0	0	0	0	0	0
B3GALNT2	2115	1937	1202	2045	1677	1283
B3GALT1	21	22	9	25	17	14
B3GALT2	10	22	10	9	3	4
